,id,title,year,journal.id,journal.title
0,pub.1064746641,The effect of outdoor fungal spore concentrations on daily asthma severity.,1997,jour.1031925,Environmental Health Perspectives
0,pub.1078954716,"Summary health statistics for u.s. Adults: national health interview survey, 2003.",2005,jour.1429584,Data on mortality
0,pub.1051127513,Altered Alveolar Macrophage Function in Calorie-restricted Rats,1998,jour.1099877,American Journal of Respiratory Cell and Molecular Biology
0,pub.1039184800,Application of empirical orthogonal functions to evaluate ozone simulations with regional and global models,2003,jour.1312079,Journal of Geophysical Research
0,pub.1043985034,The Effect of Air Pollution on Lung Development from 10 to 18 Years of Age,2004,jour.1014075,New England Journal of Medicine
0,pub.1052079471,Effect of Exposure to Low Levels of Ozone on the Response to Inhaled Allergen in Allergic Asthmatic Patients,1998,jour.1012865,CHEST Journal
0,pub.1041110249,Epithelial and inflammatory responses in the airways of laboratory rats coexposed to ozone and biogenic substances: Enhancement of toxicant-induced airway injury,2005,jour.1102499,Experimental and Toxicologic Pathology
0,pub.1006987240,Environmental Ozone Field Study on Pulmonary and Subjective Responses of Assumed Risk Groups,1995,jour.1009554,Environmental Research
0,pub.1000728311,Air pollution and the elderly: oxidant/antioxidant issues worth consideration,2003,jour.1412177,The European respiratory journal.  Supplement
0,pub.1070322648,The Effects of Ambient Ozone on Lung Function in Children: A Reanalysis of Six Summer Camp Studies,1996,jour.1031925,Environmental Health Perspectives
0,pub.1074751339,Airway responses to chronic ozone exposure are partially mediated through mast cells,2001,jour.1017950,Journal of Applied Physiology
0,pub.1076977558,Deaths: final data for 2002.,2004,jour.1429591,"National vital statistics reports : from the Centers for Disease Control and Prevention, National Center for Health Statistics, National Vital Statistics System"
0,pub.1024252459,The Pulmonary Effects of Ozone and Nitrogen Dioxide Alone and Combined in Healthy and Asthmatic Adolescent Subjects,1988,jour.1096071,Toxicology and Industrial Health
0,pub.1028585870,Prior Exposure to Ozone Potentiates Subsequent Response to Sulfur Dioxide in Adolescent Asthmatic Subjects,1990,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1047111798,Short-term ozone exposure upregulates P-selectin in normal human airways.,1997,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1064745996,Airway epithelial cell responses to ozone injury.,1995,jour.1031925,Environmental Health Perspectives
0,pub.1077028757,"Summary health statistics for U.S. adults: National Health Interview Survey, 2002.",2004,jour.1429584,Data on mortality
0,pub.1027019019,Daily Mortality in the Philadelphia Metropolitan Area and Size-Classified Particulate Matter,2000,jour.1056253,Journal of the Air & Waste Management Association
0,pub.1010891740,Obstructive and restrictive lung disease and markers of inflammation: data from the third national health and nutrition examination,2003,jour.1014535,The American Journal of Medicine
0,pub.1044120089,"Repeated episodes of ozone inhalation attenuates airway injury/repair and release of substance P, but not adaptation",2003,jour.1019541,Toxicology and Applied Pharmacology
0,pub.1009752343,Influence of Ozone and Nitrogen Dioxide on Histamine and Interleukin  Formation in a Human Nasal Mucosa Culture System,1999,jour.1099877,American Journal of Respiratory Cell and Molecular Biology
0,pub.1022249092,Ozone-Induced Release of Neuropeptides from Human Nasal Mucosa Cells,2002,jour.1102715,International Archives of Allergy and Immunology
0,pub.1011905692,Photochemical Products in Urban Mixtures Enhance Inflammatory Responses in Lung Cells,2004,jour.1099488,Inhalation Toxicology
0,pub.1022780266,The Relationship Between Reduced Lung Function and Cardiovascular Mortality A Population-Based Study and a Systematic Review of the Literature,2005,jour.1012865,CHEST Journal
0,pub.1044367951,"Effects of Ambient Ozone on Respiratory Function in Active, Normal Children",1988,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1007450256,Tropopause folds and cross‐tropopause exchange: A global investigation based upon ECMWF analyses for the time period March 2000 to February 2001,2003,jour.1312079,Journal of Geophysical Research
0,pub.1043142954,A 1‐year Lagrangian “climatology” of airstreams in the northern hemisphere troposphere and lowermost stratosphere,2001,jour.1312079,Journal of Geophysical Research
0,pub.1055488135,Trace pollutant concentrations in a multiday smog episode in the California South Coast Air Basin by long path length Fourier transform infrared spectroscopy.,1981,jour.1012116,Environmental Science and Technology
0,pub.1016703642,"A time-series study of air pollution, socioeconomic status, and mortality in Vancouver, Canada",2003,jour.1036306,Journal of Exposure Science & Environmental Epidemiology
0,pub.1062448553,Evidence for Ozone Formation in Human Atherosclerotic Arteries,2003,jour.1346339,Science
0,pub.1029434082,Pre-exposure to ozone does not enhance or produce exercise-induced asthma.,1994,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1048861453,Measurement of Atlanta Aerosol Size Distributions: Observations of Ultrafine Particle Events,2001,jour.1130379,Aerosol Science and Technology
0,pub.1076945948,National Ambulatory Medical Care Survey: 2002 summary.,2004,jour.1040302,National Health Statistics Reports
0,pub.1069408689,"Agriculture, Forestry, and Related Benefits of Air Pollution Control: A Review and Some Observations",1986,jour.1027463,American Journal of Agricultural Economics
0,pub.1015279345,An Assessment of the Economic Effects of Ozone on U.S. Agriculture,1985,jour.1056253,Journal of the Air & Waste Management Association
0,pub.1069409312,The Benefits of Pollution Control: The Case of Ozone and U.S. Agriculture,1986,jour.1027463,American Journal of Agricultural Economics
0,pub.1054050140,The Ethical Limitations of the Market,1990,jour.1028215,Economics and Philosophy
0,pub.1029240580,Source–sink balance and carbon allocation below ground in plants exposed to ozone,2003,jour.1126647,New Phytologist
0,pub.1023372754,Carry-over effects of ozone on root growth and carbohydrate concentrations of ponderosa pine seedlings,1997,jour.1327390,Tree Physiology
0,pub.1029354646,Blue wild-rye grass competition increases the effect of ozone on ponderosa pine seedlings,2001,jour.1327390,Tree Physiology
0,pub.1001280474,Photochemical smog effects in mixed conifer forests along a natural gradient of ozone and nitrogen deposition in the San Bernardino Mountains,2003,jour.1088587,Environment International
0,pub.1021330155,From milliseconds to millions of years: guard cells and environmental responses,2001,jour.1020739,Current Opinion in Plant Biology
0,pub.1048746943,Identifying factors which modify the effects of ambient ozone on white clover (Trifolium repens) in Europe,1998,jour.1098046,Environmental Pollution
0,pub.1049389036,Identification of non-linear influences on the seasonal ozone dose–response of sensitive and resistant clover clones using artificial neural networks,2000,jour.1126651,Ecological Modelling
0,pub.1000947151,Investigating microclimatic influences on ozone injury in clover (Trifolium subterraneum) using artificial neural networks,1996,jour.1126647,New Phytologist
0,pub.1077033448,[Analysis of air pollutants with a combination of GC/FTIR and GC/MS].,1998,jour.1106848,Guang pu
0,pub.1038533772,Effects of CO2 and temperature on growth and yield of crops of winter wheat over four seasons,1997,jour.1044070,European Journal of Agronomy
0,pub.1028126437,Concepts and measures of the economic value of environmental quality: A review,1990,jour.1430171,Journal of Environmental Management
0,pub.1046950265,Ozone effects on root‐disease susceptibility and defence responses in mycorrhizal and non‐mycorrhizal seedlings of Scots pine (Pinus sylvestris L.),1993,jour.1126647,New Phytologist
0,pub.1030189282,Growth of Mature Beech in Relation to Ozone and Nitrogen Deposition: an Epidemiological Approach,1999,jour.1320065,"Water, Air, & Soil Pollution"
0,pub.1033222047,"Growth responses of Quercus petraea, Fraxinus excelsior and Pinus sylvestris to elevated carbon dioxide, ozone and water supply",2000,jour.1126647,New Phytologist
0,pub.1103745005,"Monitoring for ozone injury in West Coast (Oregon, Washington, California) forests in 1998.",2000,,
0,pub.1032960567,Ecology meets Economics: A Guide to Sustainable Development,1985,jour.1011588,Environment Science and Policy for Sustainable Development
0,pub.1046598343,"A pluralistic, pragmatic and evolutionary approach to natural resource management",1993,jour.1030151,Forest Ecology and Management
0,pub.1025193145,Ambient ozone effects on forest trees of the eastern United States: a review,1998,jour.1126647,New Phytologist
0,pub.1032389858,Evaluation of ozone injury on foliage of black cherry (Prunus serotina) and tall milkweed (Asclepias exaltata) in Great Smoky Mountains National Park,1997,jour.1098046,Environmental Pollution
0,pub.1003621410,Air Pollution Interactions with Natural Stressors,1992,,
0,pub.1049039719,Towards an ecological economics of sustainability,1992,jour.1327410,Ecological Economics
0,pub.1015785284,Regional Assessment of Ozone Sensitive Tree Species Using Bioindicator Plants,2003,jour.1095684,Environmental Monitoring and Assessment
0,pub.1014895062,Ozone uptake modelling and flux-response relationships—an assessment of ozone-induced yield loss in spring wheat,2003,jour.1132096,Atmospheric Environment
0,pub.1043515257,Effects of ozone on wild plants,1998,jour.1126647,New Phytologist
0,pub.1034570451,"Effects of Air Pollutants on Interactions Between Plants, Insects, and Pathogens",1988,,
0,pub.1042986354,Modelling stomatal ozone flux across Europe,2000,jour.1098046,Environmental Pollution
0,pub.1053666028,Health effects of diesel exhaust emissions—a mixture of air pollutants of worldwide concern,2002,jour.1016494,Toxicology
0,pub.1092419912,Predicting Ozone Uptake from Meteorological and Environmental Variables,1996,jour.1056253,Journal of the Air & Waste Management Association
0,pub.1026268576,New Directions: VOCs and biosphere–atmosphere feedbacks,2001,jour.1132096,Atmospheric Environment
0,pub.1027490937,Critical levels for ozone effects on vegetation in Europe,1997,jour.1098046,Environmental Pollution
0,pub.1037466906,O3 uptake and drought stress effects on carbon acquisition of ponderosa pine in natural stands,2002,jour.1126647,New Phytologist
0,pub.1020916888,Stomata open at night in pole-sized and mature ponderosa pine: implications for O3 exposure metrics,2004,jour.1327390,Tree Physiology
0,pub.1045473038,From critical levels to critical loads for ozone: a discussion of a new experimental and modelling approach for establishing flux–response relationships for agricultural crops and native plant species,2003,jour.1098046,Environmental Pollution
0,pub.1021897876,Interacting Effects of Multiple Stresses on Growth and Physiological Processes in Northern Forest Trees,2000,,
0,pub.1041864661,Growth responses of Populus tremuloides clones to interacting elevated carbon dioxide and tropospheric ozone,2001,jour.1098046,Environmental Pollution
0,pub.1069005116,Carbon Dioxide and Ozone Effects on Growth of a Legume‐Grass Mixture,1996,jour.1015509,Journal of Environmental Quality
0,pub.1011223103,"Limitations and perspectives about scaling ozone impacts in trees☆☆Talk and paper for: IUFRO 7.04.00 Conference, “Air Pollution, Global Change and Forests in the New Millennium.” 19th International Meeting for Specialists in Air Pollution Effects on Forest Ecosystems, 28–31 May 2000, Michigan Technological University, Houghton, Michigan, USA.",2001,jour.1098046,Environmental Pollution
0,pub.1014985304,"Foliar injury, leaf gas exchange and biomass responses of black cherry (Prunus serotina Ehrh.) half-sibling families to ozone exposure",2000,jour.1098046,Environmental Pollution
0,pub.1006616293,Reflectance Measurements of Leaves for Detecting Visible and Non-visible Ozone Damage to Crops,1996,jour.1022225,Journal of Plant Physiology
0,pub.1138850227,"Appendix A Vienna Convention for the Protection of the Ozone Layer, March 1985",1998,,
0,pub.1045339313,Use of passive ambient ozone (O3) samplers in vegetation effects assessment,2001,jour.1098046,Environmental Pollution
0,pub.1023661051,A multi-variate statistical model integrating passive sampler and meteorology data to predict the frequency distributions of hourly ambient ozone (O3) concentrations,2003,jour.1098046,Environmental Pollution
0,pub.1059569659,The economic benefits to agriculture of a reduction of low-level ozone pollution in The Netherlands,2000,jour.1137862,European Review of Agricultural Economics
0,pub.1000015245,The Influence of Air Pollutants on Needles and Stems of Scots Pine (Pinus Sylvestris L.) Trees,1997,jour.1098046,Environmental Pollution
0,pub.1014264745,Elevated CO2 and ozone reduce nitrogen acquisition by Pinus halepensis from its mycorrhizal symbiont,2001,jour.1030485,Physiologia Plantarum
0,pub.1033768848,Effect of fertilization on ozone‐induced changes in the metabolism of birch (Betula pendula) leaves,1997,jour.1126647,New Phytologist
0,pub.1021777186,Ozone Responses of Trees: Results from Controlled Chamber Exposures at the GSF Phytotron,1997,,
0,pub.1044667345,"Ozone and natural systems: understanding exposure, response, and risk",2003,jour.1088587,Environment International
0,pub.1049351599,Corrigendum to “Predicting the regional impact of ozone and precipitation on the growth of loblolly pine and yellow-poplar using linked TREGRO and ZELIG models” [Forest Ecol. Manage. 146 (2001) 247–263],2003,jour.1030151,Forest Ecology and Management
0,pub.1047544147,Evaluation of ozone exposure indices in exposure-response modeling,1988,jour.1098046,Environmental Pollution
0,pub.1004768096,"History of tropospheric ozone for the San Bernardino Mountains of Southern California, 1963–1999",2003,jour.1132096,Atmospheric Environment
0,pub.1039367218,Toward an ozone standard to protect vegetation based on effective dose: a review of deposition resistances and a possible metric,2004,jour.1132096,Atmospheric Environment
0,pub.1048898229,"Comparison between AOT40 and ozone uptake in forest trees of different species, age and site conditions",2004,jour.1132096,Atmospheric Environment
0,pub.1045022359,Forest Health in North America: Some perspectives on Actual and Potential Roles of Climate and Air Pollution,1999,jour.1320065,"Water, Air, & Soil Pollution"
0,pub.1040733832,"Temporal Changes in Crown Condition Indices, Needle Litterfall, and Collateral Needle Injuries of Ponderosa and Jeffrey Pines",1999,,
0,pub.1058606980,Acid Rain and Ozone Effects on Gas Exchange of Pinus ponderosa: A Comparison between Trees and Seedlings,1997,jour.1319717,International Journal of Plant Sciences
0,pub.1012045102,Temperature dependency of acid-rain effect on photosynthesis of Pinus ponderosa,1999,jour.1030151,Forest Ecology and Management
0,pub.1053137960,Season‐long elevation of ozone concentration to projected 2050 levels under fully open‐air conditions substantially decreases the growth and production of soybean,2006,jour.1126647,New Phytologist
0,pub.1031611865,The cost of crop damage caused by ozone air pollution from motor vehicles,1999,jour.1430171,Journal of Environmental Management
0,pub.1038778050,Nocturnal stomatal conductance and ambient air quality standards for ozone,2000,jour.1132096,Atmospheric Environment
0,pub.1004966574,Difference in ozone uptake in grassland species between open-top chambers and ambient air,2000,jour.1098046,Environmental Pollution
0,pub.1042024756,Ozone exposure-response relationships for mixtures of perennial ryegrass and white clover depend on ozone exposure patterns,1995,jour.1132096,Atmospheric Environment
0,pub.1046651597,Plant–plant interactions and soil moisture might be important in determining ozone impacts on grasslands,2000,jour.1126647,New Phytologist
0,pub.1002884778,Responses of two birch (Betula pendula Roth) clones to different ozone profiles with similar AOT40 exposure,2001,jour.1132096,Atmospheric Environment
0,pub.1027929347,Impacts of ozone on the growth and yield of field-grown winter wheat,1999,jour.1098046,Environmental Pollution
0,pub.1049706620,Impacts of ozone on the growth and yield of field-grown winter oilseed rape,1999,jour.1098046,Environmental Pollution
0,pub.1032947664,"Ozone uptake, water loss and carbon exchange dynamics in annually drought-stressed Pinus ponderosa forests: measured trends and parameters for uptake modeling",2004,jour.1327390,Tree Physiology
0,pub.1019346918,An evaluation of ozone exposure metrics for a seasonally drought-stressed ponderosa pine ecosystem,2002,jour.1098046,Environmental Pollution
0,pub.1019989302,The need for spatially and functionally integrated models of ozone deposition to Sierra Nevada forests,2003,,
0,pub.1070036859,Economic values and the natural world,1993,jour.1024766,International Affairs
0,pub.1056352747,Ozone-induced oxidative stress: Mechanisms of action and reaction,1997,jour.1030485,Physiologia Plantarum
0,pub.1069435236,Economic and Environmental Benefits of Biodiversity,1997,jour.1398493,BioScience
0,pub.1023711431,Evolutionary responses of plants to anthropogenic pollutants,1988,jour.1098114,Trends in Ecology & Evolution
0,pub.1015228953,An ozone flux–response relationship for wheat,2000,jour.1098046,Environmental Pollution
0,pub.1023198795,The physiology of ozone induced cell death,2001,jour.1054035,Planta
0,pub.1005373344,Chronic ozone effects on three northeastern hardwood species: growth and biomass,1996,jour.1126653,Canadian Journal of Forest Research
0,pub.1023723719,Plant Responses to Changing Carbon Dioxide and Temperature,2000,,
0,pub.1022245863,Ozone: An Air Pollutant Acting as a Plant-Signaling Molecule,1998,jour.1018189,The Science of Nature
0,pub.1018841812,Ozone/biotic disease interactions: molecular biomarkers as a new experimental tool,2000,jour.1098046,Environmental Pollution
0,pub.1050273286,Effects of rainfall acidity and ozone on foliar leaching in red spruce (Picea rubens),1999,jour.1126653,Canadian Journal of Forest Research
0,pub.1056352309,The contribution of ozone to forest decline,1995,jour.1030485,Physiologia Plantarum
0,pub.1048441950,Ameliorating effect of UV‐B radiation on the response of Norway spruce and Scots pine to ambient ozone concentrations,1999,jour.1132303,Global Change Biology
0,pub.1007014887,Plant defence systems and ozone,1996,jour.1083357,Biochemical Society Transactions
0,pub.1037423228,A National Ozone Biomonitoring Program – Results from Field Surveys of Ozone Sensitive Plants in Northeastern Forests (1994–2000),2003,jour.1095684,Environmental Monitoring and Assessment
0,pub.1046928701,Empirical evidence of growth decline related to visible ozone injury,1998,jour.1030151,Forest Ecology and Management
0,pub.1037952398,Assessing the Economic Benefits to Agriculture from Air Pollution Control,1997,jour.1028265,Journal of Economic Surveys
0,pub.1022527976,Endpoints for regional ecological risk assessments,1990,jour.1086396,Environmental Management
0,pub.1030424436,Stricter Ozone Ambient Air Quality Standard Has Beneficial Effect on Ponderosa Pine in California,2004,jour.1086396,Environmental Management
0,pub.1031781688,Effects of elevated ozone and low light on diurnal and seasonal carbon gain in sugar maple,2001,jour.1104001,Plant Cell & Environment
0,pub.1036839297,The effects of climatic variation in Europe on the yield response of spring wheat cv. Minaret to elevated CO2 and O3: an analysis of open-top chamber experiments by means of two crop growth simulation models,1999,jour.1044070,European Journal of Agronomy
0,pub.1070467339,Coordinate Gene Activity in Response to Agents That Induce Systemic Acquired Resistance.,1991,jour.1102472,The Plant Cell
0,pub.1010879857,The effects of nutrient limitation on the response of Plantago major to ozone,1998,jour.1126647,New Phytologist
0,pub.1052708067,Consequences of Evolving Resistance to Air Pollutants,1991,,
0,pub.1022898380,Impact of fungicides on active oxygen species and antioxidant enzymes in spring barley (Hordeum vulgare L.) exposed to ozone,2002,jour.1098046,Environmental Pollution
0,pub.1040657533,The response of sensitive and tolerant clones of Populus tremuloides to dynamic ozone exposure under controlled environmental conditions,1999,jour.1126647,New Phytologist
0,pub.1012341225,An Estimate of the Total UV-B Exposure for Outdoor Workers During a South–East Queensland Summer,1997,jour.1077110,Health Physics
0,pub.1003456265,The influence of clouds on surface UV erythemal irradiance,2003,jour.1031343,Atmospheric Research
0,pub.1037957966,Evidence for changes in the ozone concentrations in the free troposphere over southern france from 1976 to 1995,1997,jour.1132096,Atmospheric Environment
0,pub.1010152353,XXXI. On the influence of carbonic acid in the air upon the temperature of the ground,1896,jour.1051415,The London Edinburgh and Dublin Philosophical Magazine and Journal of Science
0,pub.1045545743,"R esponse : Re: Sunscreen Use and Duration of Sun Exposure: a Double-Blind, Randomized Trial",1999,jour.1358108,Journal of the National Cancer Institute
0,pub.1020076885,Sunscreen use and intentional exposure to ultraviolet A and B radiation: a double blind randomized trial using personal dosimeters,2000,jour.1017082,British Journal of Cancer
0,pub.1074704001,Influence of exposure time for UV radiation-induced cataract.,2000,jour.1086359,Investigative Ophthalmology & Visual Science
0,pub.1045748888,Measurements and modeling of photolysis rates during the Photochemical Activity and Ultraviolet Radiation (PAUR) II campaign,2002,jour.1312079,Journal of Geophysical Research
0,pub.1035504962,Daily Surface UV Exposure and Its Relationship to Surface Pollutant Measurements,2003,jour.1056253,Journal of the Air & Waste Management Association
0,pub.1062452200,Penetration of Human-Induced Warming into the World's Oceans,2005,jour.1346339,Science
0,pub.1053526364,Melanoma in African‐Americans: Trends in biological behavior and clinical characteristics over two decades,2001,jour.1088501,Journal of Surgical Oncology
0,pub.1022697570,Effects of lightning and convection on changes in tropospheric ozone due to NOx emissions from aircraft,1999,jour.1026084,Tellus B
0,pub.1049938579,Effects of anthropogenic emissions on tropospheric ozone and its radiative forcing,1997,jour.1312079,Journal of Geophysical Research
0,pub.1033265446,Time evolution of tropospheric ozone and its radiative forcing,2000,jour.1312079,Journal of Geophysical Research
0,pub.1013892427,Use of Sunscreens in Families Living in Switzerland,2002,jour.1102084,Dermatology
0,pub.1054096985,Melanoma within a southwestern Hispanic population,1987,jour.1000637,JAMA Dermatology
0,pub.1038279326,Past and future changes in global tropospheric ozone: Impact on radiative forcing,1998,jour.1126650,Geophysical Research Letters
0,pub.1032897969,On the disproportionate role of tropospheric ozone as a filter against solar UV‐B radiation,1989,jour.1126650,Geophysical Research Letters
0,pub.1018247387,Radiative forcing due to increased tropospheric ozone concentrations,1996,jour.1132096,Atmospheric Environment
0,pub.1006180179,Ultraviolet light induced injury: Immunological and inflammatory effects,2001,jour.1019561,Immunology and Cell Biology
0,pub.1017361698,A Photobiological History of Earth,2001,,
0,pub.1067821615,Summer Sunburn and Sun Exposure Among US Youths Ages 11 to 18: National Prevalence and Associated Factors,2002,jour.1017874,Pediatrics
0,pub.1031908595,Ultraviolet B but not Ultraviolet A Radiation Initiates Melanoma,2004,jour.1319913,Cancer Research
0,pub.1014538241,Action Spectrum for Photocarcinogenesis,1995,,
0,pub.1033195439,Skin cancer and solar UV radiation,1999,jour.1294974,European Journal of Cancer
0,pub.1049099021,Photocarcinogenesis: UVA vs. UVB Radiation,2002,jour.1319781,Skin Pharmacology and Physiology
0,pub.1082798106,Wavelength dependence of skin cancer induction by ultraviolet irradiation of albino hairless mice.,1993,jour.1319913,Cancer Research
0,pub.1013247937,The epidemiology of skin cancer,2002,jour.1000902,British Journal of Dermatology
0,pub.1078468568,Human exposure to ultraviolet radiation.,1990,jour.1093329,Seminars in Cutaneous Medicine and Surgery
0,pub.1061926307,Outdoor ultraviolet exposure of children and adolescents,1996,jour.1000902,British Journal of Dermatology
0,pub.1053130469,Risk Factors for the Development of Malignant Melanoma—I: Review of Case‐Control Studies,1988,jour.1082406,Dermatologic Surgery
0,pub.1075087944,Average midrange ultraviolet radiation flux and time outdoors predict melanoma risk.,2002,jour.1319913,Cancer Research
0,pub.1019498262,"B. Finlayson‐Pitts, J. N. Pitts, Jr.: Atmospheric Chemistry: Fundamentals and Experimental Techniques, J. Wiley and Sons, New York, Chichester, Brisbane, Toronto and Singapore 1986. 1098 Seiten, Preis: £ 57.45.",1986,jour.1136939,Berichte der Bunsengesellschaft für physikalische Chemie
0,pub.1021682480,"Long‐term trends in ground level ozone over the contiguous United States, 1980–1995",1998,jour.1312079,Journal of Geophysical Research
0,pub.1032663641,Variability in surface ozone background over the United States: Implications for air quality policy,2003,jour.1312079,Journal of Geophysical Research
0,pub.1006584639,Global distribution of tropospheric ozone from satellite measurements using the empirically corrected tropospheric ozone residual technique: Identification of the regional aspects of air pollution,2003,jour.1033685,Atmospheric Chemistry and Physics
0,pub.1029015680,"Sunlight and mortality from breast, ovarian, colon, prostate, and non-melanoma skin cancer: a composite death certificate based case-control study",2002,jour.1017084,Occupational and Environmental Medicine
0,pub.1009022534,Geographic variation in breast cancer mortality in the United States: A hypothesis involving exposure to solar radiation,1990,jour.1015263,Preventive Medicine
0,pub.1068131774,Effects of Ultraviolet Exposure on the Immune System,2001,jour.1092501,Critical Reviews in Immunology
0,pub.1031465951,Radiative forcing in the 21st century due to ozone changes in the troposphere and the lower stratosphere,2003,jour.1312079,Journal of Geophysical Research
0,pub.1047704293,Measured Solar Ultraviolet Radiation Exposures of Outdoor Workers in Queensland in the Building and Construction Industry¶,2003,jour.1017877,Photochemistry and Photobiology
0,pub.1031011177,Solar UVR Exposures of Primary School Children at Three Locations in Queensland,1998,jour.1017877,Photochemistry and Photobiology
0,pub.1023376571,The epidemiology of vitamin D and cancer incidence and mortality: A review (United States),2005,jour.1100917,Cancer Causes & Control
0,pub.1048990089,The Epidemiology of Skin Cancer,1996,jour.1082406,Dermatologic Surgery
0,pub.1001098752,UV Doses of American Children and Adolescents¶,2001,jour.1017877,Photochemistry and Photobiology
0,pub.1035055421,UV Doses of Young Adults,2003,jour.1017877,Photochemistry and Photobiology
0,pub.1032435131,Aerosol optical depth over Europe in August 1997 derived from ATSR‐2 data,2000,jour.1126650,Geophysical Research Letters
0,pub.1059674456,Sunlight and breast cancer incidence in the USSR.,1990,jour.1087544,International Journal of Epidemiology
0,pub.1076980962,UV radiation-induced immunosuppression and skin cancer.,2004,jour.1001366,Cutis
0,pub.1022802943,Reviews: A Critical Review of Studies on Vitamin D in Relation to Colorectal Cancer,2004,jour.1089577,Nutrition and Cancer
0,pub.1012111794,Skin Cancer in a Subtropical Australian Population: Incidence and Lack of Association with Occupation,1996,jour.1090493,American Journal of Epidemiology
0,pub.1016443286,A case-control study of melanomas of the soles and palms (Australia and Scotland),1999,jour.1100917,Cancer Causes & Control
0,pub.1033721805,Update on the incidence and mortality from melanoma in the United States,1999,jour.1089909,Journal of the American Academy of Dermatology
0,pub.1006701701,"The suppression of immunity by ultraviolet radiation: UVA, nitric oxide and DNA damage",2004,jour.1029729,Photochemical & Photobiological Sciences
0,pub.1013635129,Geographic patterns of prostate cancer mortality. Evidence for a protective effect of ultraviolet radiation,1992,jour.1017574,Cancer
0,pub.1037824396,Trends of measured climate forcing agents,2001,jour.1082971,Proceedings of the National Academy of Sciences of the United States of America
0,pub.1004066520,Non-Hodgkin's Lymphoma and Sunlight,1996,jour.1358108,Journal of the National Cancer Institute
0,pub.1073327328,Global physical climatology,1994,jour.1128789,Choice
0,pub.1004045604,"MOZART, a global chemical transport model for ozone and related chemical tracers: 2. Model results and evaluation",1998,jour.1312079,Journal of Geophysical Research
0,pub.1035426147,Estimates of radiative forcing due to modeled increases in tropospheric ozone,1998,jour.1312079,Journal of Geophysical Research
0,pub.1002582608,Global distribution of UV‐absorbing aerosols from Nimbus 7/TOMS data,1997,jour.1312079,Journal of Geophysical Research
0,pub.1012262682,The dark side of light: the damaging effects of UV rays and the protective efforts of MAP kinase signaling in the epidermis,2004,jour.1297374,DNA Repair
0,pub.1023074646,UV DAMAGE TO THE EYE LENS: Further Results from Animal Model Studies: A review,1999,jour.1115525,Journal of Epidemiology
0,pub.1076976707,"Sunlight and vitamin D for bone health and prevention of autoimmune diseases, cancers, and cardiovascular disease",2004,jour.1412985,American Journal of Clinical Nutrition
0,pub.1002950851,"UV Radiation, Latitude, and Melanoma in US Hispanics and Blacks",2004,jour.1000637,JAMA Dermatology
0,pub.1053485264,Sun exposure may protect against non‐Hodgkin lymphoma: A case‐control study,2004,jour.1358156,International Journal of Cancer
0,pub.1072931062,Natural phenolics in the prevention of UV-induced skin damage. A review,2003,jour.1016624,Biomedical Papers
0,pub.1014486347,"Effect of ultraviolet light, solar radiation, XeCl laser and xenon arc lamp on the nuclear track recording properties of CR-39",1992,jour.1319943,Radiation Measurements
0,pub.1030745003,GUIDELINES ON LIMITS OF EXPOSURE TO ULTRAVIOLET RADIATION OF WAVELENGTHS BETWEEN 180 nm AND 400 nm (INCOHERENT OPTICAL RADIATION),2004,jour.1077110,Health Physics
0,pub.1018046521,Simulation of summertime ozone over North America,1993,jour.1312079,Journal of Geophysical Research
0,pub.1001408630,"Cancer Statistics, 2004",2004,jour.1017088,CA A Cancer Journal for Clinicians
0,pub.1074468335,"Vitamin D and breast cancer risk: the NHANES I Epidemiologic follow-up study, 1971-1975 to 1992. National Health and Nutrition Examination Survey.",1999,jour.1101916,Cancer Epidemiology Biomarkers & Prevention
0,pub.1004120523,Cumulative Effects from Repeated Exposures to Ultraviolet Radiation,1981,jour.1358061,Journal of Investigative Dermatology
0,pub.1052146640,Climate forcing due to tropospheric and stratospheric ozone,1999,jour.1312079,Journal of Geophysical Research
0,pub.1018240460,Estimations of the human ‘vitamin D’ UV exposure in the USA,2004,jour.1029729,Photochemical & Photobiological Sciences
0,pub.1042150543,Suppression of UVB‐induced Cutaneous Erythema by a Previous UVB Exposure¶,2001,jour.1017877,Photochemistry and Photobiology
0,pub.1051283794,Sunlight and skin cancer: Another link revealed,1997,jour.1082971,Proceedings of the National Academy of Sciences of the United States of America
0,pub.1046682130,Sun exposure and non-melanocytic skin cancer,1994,jour.1100917,Cancer Causes & Control
0,pub.1014896755,Global OH trend inferred from methylchloroform measurements,1998,jour.1312079,Journal of Geophysical Research
0,pub.1011827915,Satellite estimation of spectral surface UV irradiance in the presence of tropospheric aerosols: 1. Cloud‐free case,1998,jour.1312079,Journal of Geophysical Research
0,pub.1037745378,Global perspectives of contemporary epidemiological trends of cutaneous malignant melanoma,2004,jour.1000902,British Journal of Dermatology
0,pub.1025493333,"Warming of the world ocean, 1955–2003",2005,jour.1126650,Geophysical Research Letters
0,pub.1007936536,The global impact of human activity on tropospheric ozone,1997,jour.1126650,Geophysical Research Letters
